record_id,source_sheet,source_row,numbers_fighter_id,fighter_name,matched_fighter_id,candidate_fighter_id,division,promotion_raw,promotion_id,event_number_raw,event_number_normalized,bout_format,opponent_name,opponent_numbers_fighter_id,opponent_matched_fighter_id,opponent_candidate_fighter_id,result_mark,result,detail_raw
numbers_record_0282,個人成績,283,numbers_fighter_052,ブレード・アロー,fighter_808e183fda,fighter_808e183fda,,エンペラー,emperor,111.0,111,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚫︎,loss,1R 1:50 KO(左フック)
numbers_record_0283,個人成績,284,numbers_fighter_052,ブレード・アロー,fighter_808e183fda,fighter_808e183fda,,エンペラー,emperor,120.0,120,ワンマッチ,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,1R 3:24 KO(パウンド)
numbers_record_0284,個人成績,285,numbers_fighter_053,パリド・アーディン,fighter_101d6a4f3f,fighter_101d6a4f3f,ミドル,エンペラー,emperor,105.0,105,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚫︎,loss,"2R KO(膝蹴り)
メジャーデビュー戦"
numbers_record_0285,個人成績,286,numbers_fighter_053,パリド・アーディン,fighter_101d6a4f3f,fighter_101d6a4f3f,,エンペラー,emperor,110.0,110,ワンマッチ,ブレード・アロー,numbers_fighter_052,fighter_808e183fda,fighter_808e183fda,⚫︎,loss,1R 3:22 ネックロック
numbers_record_0286,個人成績,287,numbers_fighter_054,シャパール・アミア,fighter_4b95bfe573,fighter_4b95bfe573,ミドル,エンペラー,emperor,110.0,110,ワンマッチ,ロコール・アラニン,numbers_fighter_050,fighter_2fdaa958ad,fighter_2fdaa958ad,⚫︎,loss,"1R 2:10 TKO(パウンド®️)
メジャーデビュー戦"
numbers_record_0287,個人成績,288,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,ライト,エンペラー,emperor,105.0,105,タイトル,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚪︎,win,"2R 判定3-0 
第9代エンペラーライト級王座戴冠"
numbers_record_0288,個人成績,289,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,107.0,107,タイトル,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,3R 判定3-0 王座陥落
numbers_record_0289,個人成績,290,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,108.0,108,ワンマッチ,ロールオン・チャルコ,,,,⚪︎,win,1R 0:50 TKO(膝蹴り→ヒジ連打®️)
numbers_record_0290,個人成績,291,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,フラーム・グラン,numbers_fighter_090,frahm_gran,frahm_gran,⚪︎,win,"1R 3:54 アームバー
準決勝"
numbers_record_0291,個人成績,292,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,第6回 準決勝,第6回 準決勝,トーナメント,わく,numbers_fighter_082,waku,waku,⚪︎,win,"1R 1:57 KO(右フック)
決勝進出"
numbers_record_0292,個人成績,293,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,第6回 決勝,第6回 決勝,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚪︎,win,"2R 1:14 KO(左フック→パウンド)
第6回MAXバウトライト級トーナメント優勝"
numbers_record_0293,個人成績,294,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,112.0,112,タイトル,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,"3R 判定0-3
王座挑戦失敗"
numbers_record_0294,個人成績,295,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,113.0,113,ワンマッチ,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,1R 2:33 KO(右フック→パウンド)
numbers_record_0295,個人成績,296,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,115.0,115,ワンマッチ,パット・バミューダ,numbers_fighter_064,fighter_ce9074c06f,fighter_ce9074c06f,⚪︎,win,1R 2:40 肩固め
numbers_record_0296,個人成績,297,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,エンペラー,emperor,117.0,117,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚪︎,win,2R 3:48 アームバー
numbers_record_0297,個人成績,298,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,だいな,numbers_fighter_084,daina,daina,⚪︎,win,"1R 3:18 KO(パウンド)
二回戦進出"
numbers_record_0298,個人成績,299,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,第7回 2回戦B,第7回 2回戦B,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"1R 2:42 KO(ハイキック→パンチ)
二回戦敗退"
numbers_record_0299,個人成績,300,numbers_fighter_056,コルト・アプロー,colt_apro,colt_apro,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,つくりはら,numbers_fighter_085,tsukurihara,tsukurihara,⚫︎,loss,1R 3:56 KO(パウンド)
numbers_record_0300,個人成績,301,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,ライト,エンペラー,emperor,113.0,113,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚪︎,win,"1R 2:34 ダースチョーク
メジャーデビュー戦"
numbers_record_0301,個人成績,302,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,エンペラー,emperor,114.0,114,ワンマッチ,クレイエル・アビソカ,numbers_fighter_063,fighter_0f529b069a,fighter_0f529b069a,⚪︎,win,3R 判定3-0
numbers_record_0302,個人成績,303,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,エンペラー,emperor,115.0,115,ワンマッチ,さくらい,numbers_fighter_045,sakurai,sakurai,⚪︎,win,1R 2:15 アームバー
numbers_record_0303,個人成績,304,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,エンペラー,emperor,116.0,116,ワンマッチ,ワンシー・オーフェル,numbers_fighter_066,fighter_4282deeb57,fighter_4282deeb57,⚪︎,win,1R 4:08 リアネイキッドチョーク
numbers_record_0304,個人成績,305,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,つくりはら,numbers_fighter_085,tsukurihara,tsukurihara,⚫︎,loss,"3R 判定0-3
一回戦敗退"
numbers_record_0305,個人成績,306,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,エンペラー,emperor,118.0,118,ワンマッチ,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,3R 判定0-3
numbers_record_0306,個人成績,307,numbers_fighter_057,ステシエン・チェット,fighter_30b7a4a468,fighter_30b7a4a468,,エンペラー,emperor,120.0,120,ワンマッチ,ループデビル,numbers_fighter_060,,ループデビル,⚪︎,win,2R 3:00 KO(左ハイ)
numbers_record_0307,個人成績,308,numbers_fighter_058,ブルーワン,blue_one,blue_one,ライト,エンペラー,emperor,105.0,105,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚪︎,win,1R チョークスリーパー
numbers_record_0308,個人成績,309,numbers_fighter_058,ブルーワン,blue_one,blue_one,,エンペラー,emperor,106.0,106,ワンマッチ,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,2R 判定1-2
numbers_record_0309,個人成績,310,numbers_fighter_058,ブルーワン,blue_one,blue_one,,エンペラー,emperor,108.0,108,ワンマッチ,ブレイブ,numbers_fighter_061,,ブレイブ,⚪︎,win,1R 4:46 TKO(右フック→パウンド®️)
numbers_record_0310,個人成績,311,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第6回 1回戦B,第6回 1回戦B,トーナメント,きたむら,numbers_fighter_083,kitamura,kitamura,⚪︎,win,"1R 終了 TKO タオル投入
二回戦進出"
numbers_record_0311,個人成績,312,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚪︎,win,"1R 3:24 KO(左フック)
準決勝進出"
numbers_record_0312,個人成績,313,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第6回 準決勝,第6回 準決勝,トーナメント,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚪︎,win,"3R 判定2-1
決勝進出"
numbers_record_0313,個人成績,314,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第6回 決勝,第6回 決勝,トーナメント,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚫︎,loss,"2R 1:14 KO(左フック→パウンド)
第6回MAXバウトライト級トーナメント準優勝"
numbers_record_0314,個人成績,315,numbers_fighter_058,ブルーワン,blue_one,blue_one,,エンペラー,emperor,113.0,113,ワンマッチ,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚪︎,win,1R 2:33 KO(右フック→パウンド)
numbers_record_0315,個人成績,316,numbers_fighter_058,ブルーワン,blue_one,blue_one,,エンペラー,emperor,115.0,115,タイトル,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚪︎,win,"3R 2:40 KO(左ハイ)
第11代エンペラーライト級王座戴冠"
numbers_record_0316,個人成績,317,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚪︎,win,"1R 2:00 KO(跳び膝蹴り→パウンド)
二回戦進出"
numbers_record_0317,個人成績,318,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第7回 2回戦B,第7回 2回戦B,トーナメント,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚪︎,win,"1R 2:42 KO(ハイキック→パンチ)
準決勝進出"
numbers_record_0318,個人成績,319,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第7回 準決勝B,第7回 準決勝B,トーナメント,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚪︎,win,"1R 2:21 KO(アームバー→パウンド)
決勝進出"
numbers_record_0319,個人成績,320,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,第7回 決勝,第7回 決勝,トーナメント,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚪︎,win,"2R 1:03 KO(左フック)
第7回MAXバウトライト級トーナメント優勝"
numbers_record_0320,個人成績,321,numbers_fighter_058,ブルーワン,blue_one,blue_one,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,3R 1:57 KO(左フック→パウンド)
numbers_record_0321,個人成績,322,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,ライト,エンペラー,emperor,105.0,105,ワンマッチ,ナパーム,,,,⚪︎,win,1R キムラロック
numbers_record_0322,個人成績,323,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,106.0,106,ワンマッチ,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚪︎,win,2R 判定2-1
numbers_record_0323,個人成績,324,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,107.0,107,ワンマッチ,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚪︎,win,"3R 判定3-0 
第10代エンペラーライト級王座戴冠"
numbers_record_0324,個人成績,325,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,MAXバウト,max_bout,第6回 1回戦A,第6回 1回戦A,トーナメント,さんごく,numbers_fighter_022,sangoku,sangoku,⚪︎,win,"1R 4:37 KO(左フック→パウンド)
二回戦進出"
numbers_record_0325,個人成績,326,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚫︎,loss,"1R 3:08 トライアングルチョーク
二回戦敗退"
numbers_record_0326,個人成績,327,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,112.0,112,タイトル,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚪︎,win,"3R 判定3−0
王座初防衛"
numbers_record_0327,個人成績,328,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,115.0,115,タイトル,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"3R 2:40 KO(左ハイ)
王座防衛失敗"
numbers_record_0328,個人成績,329,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,116.0,116,ワンマッチ,ブライン・ジャスター,numbers_fighter_065,fighter_615bb339dc,fighter_615bb339dc,⚪︎,win,1R 0:58 KO(バックからのパウンド連打)
numbers_record_0329,個人成績,330,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,117.0,117,ワンマッチ,パット・バミューダ,numbers_fighter_064,fighter_ce9074c06f,fighter_ce9074c06f,⚪︎,win,2R 1:52 KO(左フック→パウンド)
numbers_record_0330,個人成績,331,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,MAXバウト,max_bout,第7回 1回戦B,第7回 1回戦B,トーナメント,ワインセル,numbers_fighter_086,fighter_cdb8d47163,fighter_cdb8d47163,⚪︎,win,"2R 3:16 KO(パウンド)
二回戦進出"
numbers_record_0331,個人成績,332,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,MAXバウト,max_bout,第7回 2回戦A,第7回 2回戦A,トーナメント,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,"2R 2:43 KO(ボディへの膝蹴り)
二回戦敗退"
numbers_record_0332,個人成績,333,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,エンペラー,emperor,118.0,118,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚪︎,win,3R 判定3-0
numbers_record_0333,個人成績,334,numbers_fighter_059,マルコ・フレイザー,marco_fraser,marco_fraser,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚪︎,win,3R 判定2-1
numbers_record_0334,個人成績,335,numbers_fighter_060,ループデビル,,ループデビル,ライト,エンペラー,emperor,120.0,120,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚫︎,loss,"2R 3:00 KO(左ハイ)
メジャーデビュー戦"
numbers_record_0335,個人成績,336,numbers_fighter_061,ブレイブ,,ブレイブ,ライト,エンペラー,emperor,107.0,107,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚫︎,loss,"1R 三角絞め→アームバー
メジャーデビュー戦"
numbers_record_0336,個人成績,337,numbers_fighter_061,ブレイブ,,ブレイブ,,エンペラー,emperor,108.0,108,ワンマッチ,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,1R 4:46 TKO(右フック→パウンド®️)
numbers_record_0337,個人成績,338,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,ライト,エンペラー,emperor,105.0,105,ワンマッチ,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,1R チョークスリーパー
numbers_record_0338,個人成績,339,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,106.0,106,ワンマッチ,いわさき,,,,⚪︎,win,1R 膝十字
numbers_record_0339,個人成績,340,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,107.0,107,ワンマッチ,ブレイブ,numbers_fighter_061,,ブレイブ,⚪︎,win,1R 三角絞め→アームバー
numbers_record_0340,個人成績,341,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,108.0,108,ワンマッチ,ナパーム,,,,⚪︎,win,3R 1:28 ニンジャチョーク
numbers_record_0341,個人成績,342,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,109.0,109,ワンマッチ,ポン・レイゼ,,,,⚪︎,win,1R 3:40 アームバー
numbers_record_0342,個人成績,343,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,MAXバウト,max_bout,第6回 1回戦B,第6回 1回戦B,トーナメント,バン・ベルソーザ,numbers_fighter_034,fighter_c6b52ed0b2,fighter_c6b52ed0b2,⚪︎,win,"1R 0:40 ニンジャチョーク
二回戦進出"
numbers_record_0343,個人成績,344,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,わく,numbers_fighter_082,waku,waku,⚫︎,loss,"3R 2:50 TKO(膝蹴り→パウンド)
二回戦敗退"
numbers_record_0344,個人成績,345,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,113.0,113,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚫︎,loss,1R 2:34 ダースチョーク
numbers_record_0345,個人成績,346,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,114.0,114,ワンマッチ,さくらい,numbers_fighter_045,sakurai,sakurai,⚫︎,loss,1R 3:55 KO(パウンド)
numbers_record_0346,個人成績,347,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,115.0,115,ワンマッチ,クレイエル・アビソカ,numbers_fighter_063,fighter_0f529b069a,fighter_0f529b069a,⚪︎,win,1R 1:36 ヒールホールド
numbers_record_0347,個人成績,348,numbers_fighter_062,ゆめろう,fighter_4d6356d021,fighter_4d6356d021,,エンペラー,emperor,117.0,117,ワンマッチ,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚫︎,loss,2R 3:48 アームバー
numbers_record_0348,個人成績,349,numbers_fighter_063,クレイエル・アビソカ,fighter_0f529b069a,fighter_0f529b069a,ライト,エンペラー,emperor,113.0,113,ワンマッチ,さくらい,numbers_fighter_045,sakurai,sakurai,⚪︎,win,"1R 2:16 KO(跳び膝蹴り→パウンド)
メジャーデビュー戦"
numbers_record_0349,個人成績,350,numbers_fighter_063,クレイエル・アビソカ,fighter_0f529b069a,fighter_0f529b069a,,エンペラー,emperor,114.0,114,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚫︎,loss,3R 判定0-3
numbers_record_0350,個人成績,351,numbers_fighter_063,クレイエル・アビソカ,fighter_0f529b069a,fighter_0f529b069a,,エンペラー,emperor,115.0,115,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚪︎,win,1R 1:36 ヒールホールド
numbers_record_0351,個人成績,352,numbers_fighter_064,パット・バミューダ,fighter_ce9074c06f,fighter_ce9074c06f,ライト,MAXバウト,max_bout,第6回 1回戦A,第6回 1回戦A,トーナメント,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚫︎,loss,"2R 1:29 グラウンド肘打ち
一回戦敗退"
numbers_record_0352,個人成績,353,numbers_fighter_064,パット・バミューダ,fighter_ce9074c06f,fighter_ce9074c06f,,エンペラー,emperor,113.0,113,ワンマッチ,ナパーム,,,,⚪︎,win,2R 2:02 KO(左ボディ→パウンド)
numbers_record_0353,個人成績,354,numbers_fighter_064,パット・バミューダ,fighter_ce9074c06f,fighter_ce9074c06f,,エンペラー,emperor,115.0,115,ワンマッチ,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚫︎,loss,1R 2:40 肩固め
numbers_record_0354,個人成績,355,numbers_fighter_064,パット・バミューダ,fighter_ce9074c06f,fighter_ce9074c06f,,エンペラー,emperor,117.0,117,ワンマッチ,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,2R 1:52 KO(左フック→パウンド)
numbers_record_0355,個人成績,356,numbers_fighter_065,ブライン・ジャスター,fighter_615bb339dc,fighter_615bb339dc,ライト,エンペラー,emperor,116.0,116,ワンマッチ,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,"1R 0:58 KO(バックからのパウンド連打)
メジャーデビュー戦"
numbers_record_0356,個人成績,357,numbers_fighter_066,ワンシー・オーフェル,fighter_4282deeb57,fighter_4282deeb57,ライト,エンペラー,emperor,116.0,116,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚫︎,loss,"1R 4:08 リアネイキッドチョーク
メジャーデビュー戦"
numbers_record_0357,個人成績,358,numbers_fighter_067,オーロラデビル,aurora_devil,aurora_devil,ミドル,ターゲット,target,101.0,101,ワンマッチ,ザモン,numbers_fighter_070,zamon,zamon,⚪︎,win,"1R 2:40 三角絞め
メジャーデビュー戦"
numbers_record_0358,個人成績,359,numbers_fighter_067,オーロラデビル,aurora_devil,aurora_devil,,ターゲット,target,102.0,102,ワンマッチ,ミハエル・ボタルニカ,numbers_fighter_077,fighter_e9d2feca82,fighter_e9d2feca82,⚪︎,win,2R 0:59 ダースチョーク
numbers_record_0359,個人成績,360,numbers_fighter_067,オーロラデビル,aurora_devil,aurora_devil,,ターゲット,target,103.0,103,ワンマッチ,おとさわ,numbers_fighter_071,otosawa,otosawa,⚪︎,win,3R 2:32 アナコンダチョーク
numbers_record_0360,個人成績,361,numbers_fighter_068,かべい,kabei,kabei,ミドル,ターゲット,target,83.0,83,ワンマッチ,アンディ・ザメス,,,,⚪︎,win,1R KO(左フック)
numbers_record_0361,個人成績,362,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,84.0,84,ワンマッチ,おとさわ,numbers_fighter_071,otosawa,otosawa,⚫︎,loss,1R TKO(かべいの脱臼)
numbers_record_0362,個人成績,363,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,86.0,86,ワンマッチ,ゴスティーノ,,,,⚪︎,win,1R 2:59 TKO(左フック→パウンド®️)
numbers_record_0363,個人成績,364,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,89.0,89,ワンマッチ,アリベル・アリベラ,numbers_fighter_073,aribel_aribera,aribel_aribera,⚪︎,win,1R 2:08 TKO(グラウンドの膝蹴り®️)
numbers_record_0364,個人成績,365,numbers_fighter_068,かべい,kabei,kabei,,MAXバウト,max_bout,第5回 1回戦A,第5回 1回戦A,トーナメント,チャールス・ブランディン,numbers_fighter_040,fighter_b9115f2d71,fighter_b9115f2d71,⚪︎,win,"1R 1:28 KO(左フック
二回戦進出"
numbers_record_0365,個人成績,366,numbers_fighter_068,かべい,kabei,kabei,,MAXバウト,max_bout,第5回 2回戦B,第5回 2回戦B,トーナメント,ゼット,numbers_fighter_008,fighter_e15b590179,fighter_e15b590179,⚫︎,loss,"3R 判定1-2
二回戦敗退"
numbers_record_0366,個人成績,367,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,93.0,93,ワンマッチ,かぜの,numbers_fighter_079,kazeno,kazeno,⚪︎,win,1R 1:28 KO(左ストレート)
numbers_record_0367,個人成績,368,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,95.0,95,ワンマッチ,シガー・ユーナイム,numbers_fighter_076,fighter_31e0efe5d2,fighter_31e0efe5d2,⚪︎,win,1R 1:43 KO(左フック)
numbers_record_0368,個人成績,369,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,96.0,96,タイトル,おとさわ,numbers_fighter_071,otosawa,otosawa,⚪︎,win,"2R 3:19 KO(サッカーボールキック→パウンド)
第9代ターゲットミドル級王座戴冠"
numbers_record_0369,個人成績,370,numbers_fighter_068,かべい,kabei,kabei,,MAXバウト,max_bout,SP,SP,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚪︎,win,1R 2:52 KO(左フック→パウンド)
numbers_record_0370,個人成績,371,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,100.0,100,タイトル,ギタミン・アーロン,numbers_fighter_069,gitamin_aaron,gitamin_aaron,⚫︎,loss,"3R 2:32 TKO(パウンド→タオル投入)
初防衛戦
王座防衛失敗"
numbers_record_0371,個人成績,372,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,101.0,101,ワンマッチ,ラミーロ・コート,numbers_fighter_081,,ラミーロ・コート,⚪︎,win,2R 3:29 KO(飛び込みパンチ→パウンド)
numbers_record_0372,個人成績,373,numbers_fighter_068,かべい,kabei,kabei,,ターゲット,target,103.0,103,ワンマッチ,フランク・ダクタ,numbers_fighter_075,frank_dakuta,frank_dakuta,⚪︎,win,2R 3:09 KO(パウンド)
numbers_record_0373,個人成績,374,numbers_fighter_069,ギタミン・アーロン,gitamin_aaron,gitamin_aaron,ミドル,MH,mh,23.0,23,ワンマッチ,クロノ・マリーケン,numbers_fighter_013,fighter_d9983ebeb3,fighter_d9983ebeb3,⚪︎,win,3R 判定3-0
numbers_record_0374,個人成績,375,numbers_fighter_069,ギタミン・アーロン,gitamin_aaron,gitamin_aaron,,MH,mh,27.0,27,ワンマッチ,ゼット,numbers_fighter_008,fighter_e15b590179,fighter_e15b590179,⚪︎,win,3R 判定3-0
numbers_record_0375,個人成績,376,numbers_fighter_069,ギタミン・アーロン,gitamin_aaron,gitamin_aaron,,MAXバウト,max_bout,第5回 1回戦B,第5回 1回戦B,トーナメント,クロノ・マリーケン,numbers_fighter_013,fighter_d9983ebeb3,fighter_d9983ebeb3,⚫︎,loss,"2R 0:28 KO(バックハンドブロー→パウンド)
一回戦敗退"
numbers_record_0376,個人成績,377,numbers_fighter_069,ギタミン・アーロン,gitamin_aaron,gitamin_aaron,,ターゲット,target,100.0,100,タイトル,かべい,numbers_fighter_068,kabei,kabei,⚪︎,win,"3R 2:32 TKO(パウンド→タオル投入)
第10代ターゲットミドル級王座戴冠"
numbers_record_0377,個人成績,378,numbers_fighter_069,ギタミン・アーロン,gitamin_aaron,gitamin_aaron,,ターゲット,target,101.0,101,タイトル,おとさわ,numbers_fighter_071,otosawa,otosawa,⚪︎,win,"1R 3:35 KO(左アッパー→パウンド)
初防衛"
numbers_record_0378,個人成績,379,numbers_fighter_070,ザモン,zamon,zamon,ミドル,ターゲット,target,98.0,98,ワンマッチ,おとさわ,numbers_fighter_071,otosawa,otosawa,⚫︎,loss,"1R 3:54 腕ひしぎ十字固め
メジャーデビュー戦"
numbers_record_0379,個人成績,380,numbers_fighter_070,ザモン,zamon,zamon,,ターゲット,target,100.0,100,ワンマッチ,サム・ラッシュ,numbers_fighter_078,fighter_a850bd04f1,fighter_a850bd04f1,⚪︎,win,1R 2:15 ニンジャチョーク
numbers_record_0380,個人成績,381,numbers_fighter_070,ザモン,zamon,zamon,,ターゲット,target,101.0,101,ワンマッチ,オーロラデビル,numbers_fighter_067,aurora_devil,aurora_devil,⚫︎,loss,1R 2:40 三角絞め
